customer_id,age,gender,city,job_role,employment_type,income,credit_score,savings_rate,existing_loan_balance,account_balance,joined_date
3727,30,Male,East Michael,Consultant,Freelance,559457,697,0.13,0,303084,2022-10-25
3728,36,Female,Morrisonmouth,Product Manager,Salaried,1852863,767,0.34,939098,499921,2025-09-22
3729,24,Male,North Juanville,Product Manager,Contract,1809714,719,0.24,0,211940,2024-08-13
3730,40,Non-binary,Scottfurt,Consultant,Contract,712760,565,0.06,0,469991,2022-06-26
3731,36,Non-binary,New Laura,Data Scientist,Salaried,1521097,481,0.29,47178,383037,2020-10-13
3732,23,Male,Eddiemouth,Data Scientist,Salaried,1633714,850,0.03,0,361445,2022-02-18
3733,37,Non-binary,Port Annette,Banker,Salaried,1998831,654,0.6,15161,499921,2023-11-25
3734,37,Female,Lopezberg,Consultant,Salaried,1468812,412,0.22,0,158745,2020-10-03
3735,25,Male,North Shawnshire,Designer,Freelance,756771,847,0.19,654522,140617,2025-06-14
3736,36,Female,Rogersview,Sales,Salaried,680737,519,0.33,0,330864,2021-03-13
3737,30,Non-binary,Melissaland,Banker,Salaried,1393041,653,0.13,33650,357500,2021-07-13
3738,26,Male,East Emily,Designer,Contract,1158573,651,0.4,996583,447497,2024-07-23
3739,35,Male,Christophertown,Sales,Contract,1823600,326,0.21,731036,1052,2023-10-20
3740,29,Non-binary,Carlsonmouth,Data Scientist,Salaried,1918371,832,0.15,0,84739,2024-12-21
3741,38,Female,Port Jefferyborough,Data Scientist,Salaried,970310,798,0.35,6749,100586,2024-09-01
3742,29,Female,Allisonmouth,Product Manager,Freelance,817524,535,0.06,14826,499921,2021-07-25
3743,27,Male,South Mark,Product Manager,Contract,1709035,448,0.31,5114,285558,2025-05-14
3744,25,Female,Garciaburgh,Consultant,Contract,1767324,850,0.52,0,171927,2022-08-15
3745,38,Female,Sabrinaland,Sales,Contract,1527915,508,0.6,35322,297548,2023-08-24
3746,26,Non-binary,Johnsonside,Data Scientist,Freelance,1171356,691,0.43,0,305332,2023-10-07
3747,37,Female,Port Felicia,Data Scientist,Salaried,1876341,850,0.6,40281,482691,2024-10-10
3748,30,Female,Davidport,Banker,Salaried,1197192,413,0.35,652793,156511,2024-09-16
3749,35,Female,East Davidmouth,Banker,Salaried,1843853,850,0.28,0,444508,2024-07-11
3750,39,Non-binary,Yolandaton,Product Manager,Salaried,1588530,462,0.45,0,499921,2022-10-28
3751,35,Male,West Jacquelinefort,Banker,Salaried,1651036,482,0.6,524681,363447,2023-02-13
3752,37,Male,North Annastad,Data Scientist,Salaried,1077816,848,0.43,218528,499921,2024-05-11
3753,39,Male,New Jessicaport,Software Engineer,Contract,474026,772,0.18,0,161097,2024-10-15
3754,40,Non-binary,Lake Brettmouth,Data Scientist,Freelance,1784865,850,0.21,688006,265203,2022-03-09
3755,36,Female,New Daniel,Consultant,Salaried,1440613,677,0.26,0,271690,2020-10-03
3756,25,Male,Martinshire,Consultant,Freelance,1142501,706,0.33,0,499921,2020-12-26
3757,36,Male,Wilsonchester,Consultant,Contract,1663543,850,0.6,755729,461014,2024-08-08
3758,25,Male,Port Lorishire,Data Scientist,Salaried,1583427,679,0.53,32922,499921,2024-04-27
3759,35,Male,West Cherylhaven,Data Scientist,Salaried,1557183,695,0.29,0,499921,2023-04-21
3760,34,Male,Douglasland,Designer,Contract,603596,694,0.43,0,495776,2024-05-08
3761,29,Non-binary,Davidfurt,Sales,Contract,1100343,663,0.41,495380,163376,2022-02-13
3762,33,Non-binary,Chambersmouth,Designer,Contract,1984494,733,0.4,927581,270882,2022-05-27
3763,24,Female,East Alexis,Software Engineer,Salaried,1435884,491,0.37,377299,499921,2022-01-12
3764,38,Male,Lake Amanda,Consultant,Contract,1422891,850,0.27,0,275292,2024-05-11
3765,39,Male,Port Denise,Software Engineer,Freelance,1998831,651,0.5,0,116128,2023-08-01
3766,25,Male,Bradleyland,Designer,Contract,1847959,662,0.27,688262,460189,2023-04-05
3767,36,Female,Deannamouth,Product Manager,Contract,1864365,406,0.27,0,148858,2024-10-19
3768,39,Male,Morrisstad,Designer,Freelance,1271470,810,0.06,0,496281,2024-02-08
3769,38,Male,New Stacy,Designer,Contract,1868878,682,0.54,709028,108093,2024-08-08
3770,34,Female,Websterton,Data Scientist,Salaried,1325788,850,0.13,0,464198,2022-07-05
3771,36,Non-binary,West Joshuaberg,Data Scientist,Freelance,1193527,650,0.4,512292,440464,2023-04-24
3772,23,Male,Lake Tonyberg,Product Manager,Freelance,1341150,392,0.04,0,349588,2024-05-02
3773,40,Non-binary,Port Harold,Data Scientist,Salaried,809036,850,0.28,0,138403,2023-07-17
3774,35,Female,Bankstown,Product Manager,Freelance,1706334,657,0.19,0,499921,2021-03-26
3775,35,Male,North Melissa,Product Manager,Contract,464755,343,0.32,185491,31334,2024-11-14
3776,23,Male,Port Garrettton,Designer,Salaried,470149,658,0.0,0,133284,2024-01-26
3777,37,Male,Rodriguezview,Product Manager,Freelance,1998831,705,0.47,660702,190623,2020-10-03
3778,26,Female,Lake Jessicaland,Designer,Salaried,1603123,832,0.25,0,463457,2024-04-03
3779,32,Male,Angelaborough,Product Manager,Contract,405278,850,0.6,0,172424,2024-04-22
3780,26,Non-binary,Port Amber,Consultant,Contract,622928,687,0.12,0,86743,2025-01-01
3781,40,Male,Port Yvonneshire,Product Manager,Freelance,709433,657,0.06,0,317391,2020-12-01
3782,29,Female,Port Timothyview,Sales,Contract,1292669,698,0.04,0,166422,2020-10-03
3783,40,Male,Davidshire,Data Scientist,Freelance,589102,850,0.4,1181,167790,2022-10-03
3784,40,Female,Walkerchester,Banker,Salaried,544894,488,0.39,255778,346376,2022-06-22
3785,33,Male,South Anthony,Banker,Contract,1966367,850,0.43,13699,378508,2023-03-20
3786,40,Non-binary,Lake Daniel,Data Scientist,Salaried,1391225,821,0.33,0,1052,2022-05-13
3787,37,Female,East James,Designer,Freelance,1177039,850,0.59,0,499921,2022-09-25
3788,30,Female,South Jamesville,Data Scientist,Freelance,358031,673,0.22,695850,387282,2024-04-03
3789,34,Female,Ritterfort,Consultant,Contract,641950,428,0.38,0,283699,2023-12-30
3790,31,Male,Williamshaven,Consultant,Freelance,701379,598,0.43,0,260865,2025-07-11
3791,28,Male,South Davidchester,Designer,Freelance,1392118,850,0.24,658265,499921,2025-05-30
3792,29,Female,Danielleberg,Data Scientist,Salaried,983223,840,0.22,139257,334446,2022-05-05
3793,35,Male,West Samuel,Product Manager,Freelance,1998831,689,0.16,0,490643,2020-10-31
3794,24,Non-binary,Port Kevinchester,Consultant,Freelance,1826360,691,0.32,0,384585,2023-09-28
3795,23,Male,Port Jeremiah,Banker,Freelance,1998831,850,0.46,220416,84777,2024-03-28
3796,32,Male,Travischester,Sales,Contract,1950689,771,0.39,0,251394,2021-08-27
3797,37,Non-binary,Webbshire,Product Manager,Salaried,451147,446,0.11,0,213486,2020-10-03
3798,28,Non-binary,North Leefurt,Consultant,Salaried,1618116,817,0.13,0,274225,2024-04-25
3799,35,Female,South Jonathan,Data Scientist,Freelance,1502310,836,0.38,698240,150907,2025-01-26
3800,40,Male,East Curtisshire,Data Scientist,Salaried,1452675,850,0.6,12176,138269,2021-04-19
3801,29,Non-binary,West Virginiachester,Consultant,Contract,1089743,563,0.41,594510,12988,2022-08-06
3802,27,Male,New Larry,Consultant,Contract,1699978,850,0.43,5451,379103,2024-07-01
3803,26,Female,North Scott,Designer,Freelance,621117,841,0.31,0,86345,2020-11-09
3804,40,Female,Angelaton,Sales,Freelance,1530210,850,0.34,2251,134087,2022-08-08
3805,32,Male,Lisaland,Sales,Contract,877594,850,0.3,478215,68427,2024-01-11
3806,30,Male,Tammyside,Consultant,Salaried,389342,791,0.09,0,499921,2022-06-10
3807,39,Non-binary,Patriciaberg,Designer,Contract,624444,403,0.31,0,499921,2025-09-18
3808,28,Female,New Jessica,Designer,Freelance,641000,648,0.28,991803,357254,2022-10-13
3809,23,Male,West Kenneth,Consultant,Contract,828513,476,0.3,0,214233,2022-02-28
3810,23,Male,Alexanderside,Product Manager,Contract,640401,827,0.28,0,283760,2024-05-25
3811,38,Male,Berryport,Software Engineer,Freelance,1833216,567,0.02,0,270738,2024-06-24
3812,37,Female,Tylerland,Product Manager,Freelance,1548998,677,0.24,0,407439,2021-06-22
3813,34,Non-binary,Pacefurt,Sales,Freelance,1625432,676,0.17,21750,216202,2021-07-09
3814,37,Male,Phamton,Product Manager,Freelance,1998831,496,0.09,737,313831,2024-05-10
3815,29,Male,Lake Aliciahaven,Banker,Contract,1610590,628,0.49,0,499921,2024-05-25
3816,34,Female,Port Lindsey,Consultant,Freelance,1397487,709,0.33,0,78510,2022-08-09
3817,29,Female,Port Curtisstad,Data Scientist,Salaried,1036561,688,0.0,0,233618,2024-11-23
3818,28,Male,Brentborough,Consultant,Contract,646875,850,0.44,662553,326031,2020-10-03
3819,23,Non-binary,New Susanhaven,Software Engineer,Salaried,1998831,615,0.35,0,498807,2025-04-11
3820,32,Female,Port Johnfort,Consultant,Freelance,1842673,433,0.45,0,81802,2023-11-15
3821,29,Non-binary,Kathrynshire,Consultant,Freelance,1743940,559,0.57,0,144915,2020-11-14
3822,39,Male,New Lorraine,Designer,Salaried,487834,497,0.46,0,281668,2021-04-30
3823,31,Male,Gonzalezfort,Designer,Freelance,769388,665,0.16,702171,488130,2021-05-12
3824,26,Female,Joanstad,Sales,Salaried,1640905,403,0.14,0,303998,2024-06-18
3825,37,Male,Clarktown,Banker,Contract,1400161,694,0.34,18225,117367,2024-08-26
3826,36,Non-binary,East Gregorybury,Sales,Salaried,1315907,794,0.43,0,378408,2022-04-26
3827,40,Female,North Joseph,Designer,Freelance,1874552,498,0.55,0,401543,2023-10-09
3828,23,Female,Williamsborough,Sales,Salaried,860203,423,0.55,411233,71724,2020-10-03
3829,24,Female,Port Williamborough,Designer,Salaried,1266171,798,0.33,40481,366732,2022-02-11
3830,23,Female,Kristinhaven,Consultant,Freelance,1769771,754,0.59,556714,499921,2022-05-08
3831,40,Male,Jasminhaven,Designer,Freelance,1190348,850,0.14,502879,470227,2024-09-20
3832,24,Non-binary,Port Aprilshire,Designer,Contract,1363711,850,0.6,0,124035,2020-10-03
3833,25,Female,Davidland,Consultant,Freelance,961960,850,0.49,8309,494610,2024-02-24
3834,32,Male,South Connor,Product Manager,Contract,1572277,438,0.52,576,342173,2025-05-04
3835,39,Female,North Angela,Banker,Freelance,1758989,599,0.18,0,364004,2020-10-03
3836,23,Non-binary,East Anthonytown,Product Manager,Salaried,1954586,850,0.55,12404,470940,2024-10-14
3837,26,Male,East Glenn,Consultant,Contract,1461049,850,0.41,0,362368,2021-07-26
3838,38,Non-binary,Johnside,Software Engineer,Freelance,541945,850,0.3,0,252067,2020-10-03
3839,40,Male,Williamhaven,Software Engineer,Freelance,1675121,632,0.21,409560,462733,2025-09-01
3840,36,Female,Marshallchester,Data Scientist,Freelance,1473592,848,0.39,1579,415738,2025-07-03
3841,27,Male,Dorisburgh,Consultant,Salaried,1869760,587,0.06,0,109829,2020-10-03
3842,34,Non-binary,West Sheilaview,Data Scientist,Salaried,1998831,850,0.02,0,438494,2025-01-21
3843,40,Female,East Katrinaside,Data Scientist,Salaried,1146989,514,0.6,0,289548,2023-12-18
3844,39,Male,Reynoldsport,Product Manager,Contract,459545,588,0.06,556,135854,2023-12-28
3845,27,Female,South Nicholasbury,Consultant,Freelance,1765896,781,0.1,0,440870,2024-01-26
3846,34,Male,West Karen,Designer,Contract,725876,631,0.0,163143,428752,2024-07-28
3847,33,Female,Medinafort,Banker,Freelance,1025466,752,0.48,28203,64960,2022-03-14
3848,26,Male,Danielston,Designer,Salaried,1204808,782,0.6,19061,499921,2023-09-22
3849,39,Non-binary,Obrienville,Banker,Freelance,1305931,476,0.42,0,376064,2023-03-19
3850,37,Female,Josephland,Data Scientist,Salaried,1323596,701,0.34,0,442420,2025-01-28
3851,40,Male,Brookefort,Banker,Freelance,572620,715,0.31,6740,59065,2023-10-18
3852,39,Male,Williamsview,Banker,Freelance,799031,850,0.47,11877,499921,2024-08-06
3853,29,Male,Charlesside,Consultant,Freelance,1665049,646,0.19,0,450478,2024-08-27
3854,29,Non-binary,Port Kaitlynfurt,Sales,Salaried,1533186,590,0.55,9266,66260,2023-09-17
3855,28,Non-binary,Jaychester,Sales,Contract,1998831,461,0.46,0,441332,2021-08-02
3856,29,Female,Davismouth,Product Manager,Freelance,569790,635,0.07,0,67159,2021-12-10
3857,29,Male,Anneport,Data Scientist,Contract,1700814,686,0.23,0,192444,2021-09-28
3858,32,Male,Angelabury,Sales,Contract,1998831,515,0.25,643133,33282,2021-06-24
3859,40,Female,New Laurastad,Data Scientist,Salaried,989081,458,0.33,256861,499921,2023-05-21
3860,23,Male,Martinezfort,Banker,Freelance,1998831,711,0.45,433501,81741,2024-01-26
3861,36,Male,Marymouth,Software Engineer,Freelance,1406824,850,0.13,363996,283487,2024-11-09
3862,24,Male,South Jenniferland,Consultant,Contract,725204,520,0.07,0,498776,2024-08-25
3863,38,Male,Stephenshire,Sales,Salaried,1339531,833,0.17,0,426516,2022-10-01
3864,37,Male,Snyderland,Consultant,Freelance,509427,588,0.56,0,347173,2022-01-15
3865,31,Male,Ericfurt,Software Engineer,Freelance,1918772,825,0.51,763488,111533,2020-10-28
3866,36,Male,Raybury,Consultant,Freelance,1998831,576,0.3,0,499921,2022-03-12
3867,40,Non-binary,Harrismouth,Product Manager,Contract,1509519,821,0.33,0,203322,2023-04-28
3868,34,Male,New Christine,Product Manager,Salaried,811807,419,0.38,38380,174513,2024-01-09
3869,31,Non-binary,North Kevin,Banker,Salaried,1491092,645,0.41,13251,409171,2021-07-16
3870,23,Non-binary,Kaylaberg,Data Scientist,Salaried,1998831,484,0.24,0,324848,2024-04-15
3871,35,Male,North Andrea,Sales,Contract,605626,617,0.26,504998,232662,2024-03-13
3872,27,Male,Hudsonbury,Consultant,Contract,1325150,820,0.16,0,79503,2021-08-27
3873,37,Female,Carloston,Sales,Salaried,813896,714,0.49,442823,499921,2024-06-29
3874,40,Male,Cynthialand,Product Manager,Contract,304589,484,0.33,0,499921,2025-03-19
3875,35,Non-binary,Rebeccahaven,Designer,Salaried,763086,730,0.36,892465,133428,2024-07-18
3876,40,Male,Lake Jasonland,Product Manager,Freelance,580969,668,0.4,626595,488464,2021-10-28
3877,23,Male,Jamesbury,Product Manager,Freelance,507556,420,0.0,396338,460858,2023-11-02
3878,35,Male,New Christinastad,Software Engineer,Freelance,1032063,824,0.46,0,2069,2021-12-30
3879,23,Female,Marktown,Data Scientist,Salaried,1150509,850,0.0,51850,289489,2024-06-17
3880,30,Female,South Kristinaberg,Banker,Salaried,696094,519,0.55,0,261837,2024-01-20
3881,39,Male,Port Brian,Product Manager,Contract,741157,732,0.48,26335,454706,2022-06-09
3882,28,Male,West Meghanchester,Consultant,Freelance,655079,716,0.2,0,177895,2022-03-19
3883,27,Male,North Lisa,Designer,Contract,682725,850,0.44,37511,491265,2022-01-31
3884,26,Male,Port Nancy,Data Scientist,Freelance,647972,768,0.5,0,367710,2023-05-22
3885,38,Non-binary,Haleyport,Product Manager,Contract,961123,414,0.23,6099,382334,2024-05-03
3886,34,Male,West Blakeburgh,Consultant,Freelance,1410989,850,0.0,188068,424608,2022-10-07
3887,35,Male,West Stephanie,Software Engineer,Freelance,1113243,850,0.15,0,499921,2023-10-22
3888,29,Female,Angelaview,Software Engineer,Contract,1486600,693,0.06,0,94594,2023-11-05
3889,28,Male,New Mary,Banker,Freelance,1830000,850,0.04,0,499921,2024-03-22
3890,24,Female,West Barbara,Sales,Salaried,626134,725,0.52,0,171619,2020-10-03
3891,40,Male,North Christopher,Designer,Freelance,838495,719,0.39,23307,120649,2022-06-29
3892,37,Non-binary,West Emilystad,Consultant,Salaried,1414058,850,0.51,0,242371,2022-08-22
3893,28,Non-binary,East Meganhaven,Software Engineer,Contract,722094,687,0.4,4767,447308,2025-05-10
3894,33,Female,Michelefort,Designer,Freelance,1850939,850,0.6,0,311399,2023-12-29
3895,32,Non-binary,Petersonton,Consultant,Contract,1062707,752,0.11,0,491984,2024-05-28
3896,38,Non-binary,Bakermouth,Consultant,Freelance,1511466,850,0.3,0,127210,2025-02-13
3897,37,Male,Michaelfurt,Data Scientist,Salaried,677349,556,0.0,0,482713,2020-10-03
3898,24,Female,New Markhaven,Banker,Freelance,1661331,850,0.31,0,293725,2023-11-08
3899,36,Male,Jodiland,Designer,Freelance,618303,850,0.48,813837,356653,2022-03-22
3900,37,Male,Carrshire,Designer,Freelance,1829044,647,0.18,562245,445388,2023-12-01
3901,33,Female,West Paulbury,Product Manager,Contract,430852,486,0.0,761195,26122,2023-04-27
3902,33,Male,East Andreaville,Designer,Salaried,1742004,681,0.36,594233,485165,2023-12-07
3903,39,Female,New Scott,Designer,Salaried,1563111,591,0.18,0,192330,2025-07-20
3904,38,Male,Leeside,Banker,Freelance,801422,700,0.55,21536,114526,2023-12-16
3905,24,Female,Jessicamouth,Data Scientist,Salaried,754928,850,0.07,0,208815,2020-10-03
3906,30,Non-binary,Port Ashley,Data Scientist,Salaried,1124330,806,0.53,0,107776,2023-04-27
3907,37,Male,Shelbyview,Data Scientist,Freelance,1421860,477,0.56,554728,27517,2025-01-06
3908,25,Female,Port Melinda,Data Scientist,Salaried,1709654,665,0.1,482,103331,2025-02-28
3909,28,Male,Jasonview,Data Scientist,Salaried,1478399,850,0.6,614635,499921,2024-07-30
3910,35,Female,Lake Holly,Designer,Freelance,1175508,660,0.15,73438,413261,2023-10-17
3911,25,Male,Melissamouth,Product Manager,Contract,1313214,700,0.08,332073,372204,2020-10-03
3912,40,Female,East Andrea,Sales,Salaried,1202934,683,0.08,460747,388075,2023-10-05
3913,38,Female,Edgarchester,Software Engineer,Freelance,449610,395,0.2,29801,498053,2022-10-29
3914,23,Female,Angelaport,Banker,Salaried,1964866,669,0.19,2380,499921,2021-12-19
3915,27,Non-binary,Valdezhaven,Banker,Freelance,1948634,596,0.4,0,98436,2023-09-28
3916,37,Male,West Amandaside,Data Scientist,Salaried,1399772,850,0.45,494978,499921,2022-05-10
3917,40,Female,Waltonmouth,Consultant,Freelance,516152,850,0.54,0,499921,2023-12-23
3918,25,Male,New Logan,Designer,Salaried,694547,840,0.37,28607,188525,2021-09-08
3919,28,Female,Lake Makayla,Consultant,Contract,1528047,811,0.31,973562,109830,2025-06-25
3920,27,Male,Andrewfurt,Product Manager,Freelance,1946622,677,0.03,0,239320,2024-02-28
3921,37,Male,Loriland,Data Scientist,Salaried,1398943,703,0.11,0,36318,2020-10-03
3922,33,Male,Berryton,Banker,Salaried,1168555,612,0.14,26491,464034,2023-11-07
3923,32,Male,Goodwinport,Product Manager,Contract,809688,850,0.36,523828,407863,2022-12-09
3924,30,Non-binary,New Lauraton,Product Manager,Contract,611052,728,0.27,0,72917,2023-11-04
3925,26,Female,Frederickhaven,Consultant,Freelance,1628981,394,0.3,0,483908,2020-10-12
3926,23,Female,Traceyfort,Data Scientist,Salaried,1839120,453,0.14,650618,348755,2024-01-16
3927,40,Female,West Yvonne,Product Manager,Salaried,411265,612,0.46,708986,499921,2020-12-02
3928,36,Male,West Aaronport,Sales,Contract,1657697,850,0.5,134183,38021,2022-05-14
3929,27,Male,Davidfurt,Consultant,Freelance,1394472,798,0.0,0,250447,2022-03-16
3930,37,Male,West Davidmouth,Data Scientist,Freelance,1783751,712,0.38,14429,442124,2025-05-07
3931,27,Female,Ryanfurt,Data Scientist,Salaried,1317730,850,0.42,657847,336588,2020-10-03
3932,24,Male,Port Brendastad,Product Manager,Contract,1825890,526,0.03,6224,499921,2025-01-12
3933,24,Female,Ashleeville,Sales,Salaried,1464996,597,0.44,0,307253,2024-06-26
3934,37,Female,Jessemouth,Data Scientist,Freelance,1642879,375,0.6,11204,23552,2023-02-14
3935,39,Female,North Robinview,Product Manager,Contract,1284974,611,0.4,1154,324391,2023-11-30
3936,24,Non-binary,Vanessafurt,Designer,Freelance,1986826,536,0.01,434252,499921,2024-03-14
3937,23,Male,South Justin,Consultant,Contract,1020095,467,0.27,625898,328660,2022-03-24
3938,36,Male,East Ericborough,Software Engineer,Freelance,1309273,670,0.36,672096,372803,2024-10-27
3939,39,Female,Vincentmouth,Sales,Contract,1545917,411,0.44,5863,306887,2023-11-19
3940,35,Male,Gonzalezland,Consultant,Contract,1998831,490,0.4,476513,318279,2024-04-27
3941,23,Non-binary,Annetteton,Product Manager,Contract,1534036,843,0.14,493867,431389,2022-07-19
3942,36,Female,West Chadmouth,Sales,Freelance,1750033,658,0.35,519767,1052,2024-11-13
3943,25,Female,East Clintonton,Designer,Salaried,1061638,850,0.13,3665,398112,2022-08-16
3944,31,Female,Port Susanville,Consultant,Salaried,790390,833,0.3,613687,107609,2023-08-22
3945,31,Male,South Nathan,Consultant,Contract,790645,364,0.41,513,68051,2024-01-18
3946,31,Male,Port Kendra,Product Manager,Freelance,1597521,850,0.36,18211,499921,2021-04-12
3947,36,Male,Danaberg,Software Engineer,Freelance,871357,731,0.59,8072,327454,2024-10-30
3948,29,Non-binary,Jamestown,Consultant,Salaried,1966317,532,0.2,14869,163585,2022-03-02
3949,23,Male,Prestonton,Banker,Freelance,681864,850,0.28,0,156004,2021-06-02
3950,39,Female,Briannamouth,Designer,Salaried,1272379,387,0.59,27600,78586,2022-01-02
3951,33,Male,New Joseph,Data Scientist,Salaried,1998831,850,0.44,120730,472143,2022-08-22
3952,25,Female,Whiteshire,Product Manager,Freelance,1998831,589,0.0,554842,437320,2025-06-15
3953,36,Male,Warefort,Consultant,Contract,896313,684,0.17,974689,374542,2024-01-12
3954,23,Non-binary,West Christopher,Product Manager,Contract,1781271,749,0.35,3604,414343,2024-10-30
3955,37,Female,Martinezhaven,Data Scientist,Salaried,776706,825,0.6,976955,323398,2022-02-03
3956,39,Female,West Kathrynstad,Data Scientist,Salaried,1998831,505,0.12,0,344577,2020-10-30
3957,34,Non-binary,Kirkville,Banker,Salaried,1734216,850,0.17,3831,138478,2022-03-25
3958,26,Male,New Erica,Sales,Salaried,1811800,489,0.48,509295,384364,2020-10-03
3959,27,Male,Lake Monica,Banker,Freelance,366843,343,0.47,0,427273,2021-03-14
3960,31,Female,East Jennifer,Sales,Salaried,1538327,616,0.12,0,481338,2021-05-11
3961,23,Female,Evansfort,Consultant,Contract,1406191,715,0.17,668868,289289,2022-05-05
3962,33,Female,East Danielle,Product Manager,Freelance,522339,729,0.29,999134,384319,2024-02-01
3963,23,Female,Zacharytown,Product Manager,Freelance,1209215,413,0.13,14633,372511,2022-06-28
3964,36,Non-binary,Ronnieville,Product Manager,Salaried,353832,850,0.33,25083,494250,2022-02-01
3965,28,Male,Alvarezton,Product Manager,Freelance,792857,726,0.54,646699,374786,2025-03-14
3966,40,Non-binary,Salinasland,Sales,Salaried,1867707,612,0.18,999134,28170,2023-12-11
3967,34,Male,Davidview,Product Manager,Contract,1744647,435,0.36,20924,239445,2023-10-24
3968,36,Non-binary,Douglasbury,Designer,Freelance,1778646,430,0.59,5307,499921,2023-09-24
3969,36,Female,Scottfurt,Designer,Freelance,778205,602,0.55,0,499921,2020-10-03
3970,35,Male,Angieborough,Data Scientist,Salaried,1953941,646,0.33,818240,218853,2020-12-25
3971,32,Female,Dawnburgh,Consultant,Freelance,1186842,434,0.13,584974,157675,2022-11-11
3972,36,Non-binary,North Maureenville,Banker,Salaried,1975763,850,0.12,543739,317075,2025-07-22
3973,34,Female,West Karen,Banker,Salaried,1860928,678,0.55,882345,212382,2025-06-10
3974,36,Male,Callahanchester,Sales,Salaried,1998831,484,0.58,0,294119,2023-08-01
3975,26,Non-binary,Jamesview,Data Scientist,Salaried,1116810,850,0.16,20125,381462,2023-05-17
3976,28,Female,Lindsayburgh,Sales,Salaried,1216773,807,0.06,284481,294520,2025-07-17
3977,38,Male,Lake Jennifer,Software Engineer,Contract,708025,503,0.31,0,44517,2022-05-23
3978,35,Female,Port Elizabeth,Sales,Freelance,460873,723,0.53,478770,51981,2022-01-16
3979,28,Female,East Keithfurt,Consultant,Contract,1650611,745,0.07,0,167402,2020-10-03
3980,26,Male,New Michael,Designer,Contract,1859684,625,0.43,25273,10793,2023-10-19
3981,35,Female,East Connorstad,Consultant,Freelance,1438798,525,0.22,115307,257578,2021-06-18
3982,40,Male,Codytown,Banker,Freelance,1718593,664,0.6,0,223788,2020-10-03
3983,23,Non-binary,Morrisshire,Banker,Freelance,1792297,850,0.4,13371,273093,2024-06-27
3984,40,Male,Waltonmouth,Consultant,Contract,944797,843,0.23,18257,157554,2021-07-22
3985,40,Non-binary,Lake Sarah,Sales,Salaried,329047,672,0.55,0,499921,2020-10-03
3986,25,Female,South Katrinaborough,Designer,Salaried,704148,736,0.6,737345,100460,2024-06-23
3987,28,Male,Salazarborough,Data Scientist,Contract,937358,707,0.13,0,344025,2021-10-01
3988,27,Female,Michaelview,Sales,Salaried,1386435,742,0.29,21964,327992,2022-12-19
3989,28,Non-binary,Salazarfort,Sales,Salaried,998959,503,0.03,0,430563,2021-10-06
3990,27,Non-binary,Michaelview,Software Engineer,Freelance,646930,776,0.13,754199,458214,2025-03-07
3991,28,Male,South Jacqueline,Banker,Contract,1907549,592,0.01,739920,171732,2023-10-22
3992,40,Non-binary,Lake Jade,Designer,Salaried,1343729,608,0.31,0,499921,2024-10-09
3993,40,Female,Lake Kristinaport,Sales,Salaried,478014,677,0.54,4172,399680,2022-10-12
3994,24,Female,East Susan,Sales,Contract,1527095,740,0.32,0,47479,2024-07-21
3995,34,Male,Lake Matthew,Banker,Contract,1649454,373,0.08,646388,499921,2022-02-04
3996,31,Male,Danielshire,Software Engineer,Contract,1604035,842,0.04,0,239424,2021-06-22
3997,28,Male,New Emily,Banker,Freelance,1695699,614,0.18,0,321396,2025-03-07
3998,40,Female,North Erik,Software Engineer,Freelance,1521075,668,0.2,572314,78695,2024-01-02
3999,28,Male,Collinsstad,Data Scientist,Freelance,662860,844,0.56,10899,136962,2022-02-10
4000,40,Male,Denisechester,Data Scientist,Freelance,837902,378,0.38,0,499921,2025-01-15
4001,29,Male,Port Michaelmouth,Product Manager,Freelance,1839139,850,0.43,0,476001,2024-08-15
4002,34,Male,Josephborough,Product Manager,Contract,1834179,536,0.32,16305,443201,2020-10-03
4003,25,Male,South Paul,Consultant,Contract,1975369,527,0.16,80466,289346,2020-10-03
4004,35,Male,Lake Alejandrochester,Consultant,Freelance,765987,844,0.19,971229,171053,2025-03-24
4005,31,Female,South Devin,Sales,Salaried,1032647,744,0.54,0,401625,2020-10-03
4006,40,Non-binary,Cynthiamouth,Software Engineer,Salaried,1193380,720,0.5,647646,413680,2022-10-31
4007,35,Male,Bishophaven,Data Scientist,Contract,1998831,510,0.41,128991,419220,2024-09-09
4008,37,Male,Meredithberg,Banker,Salaried,1258284,850,0.33,19158,323220,2022-07-09
4009,39,Male,Michelleland,Product Manager,Contract,1233404,732,0.6,2405,352837,2022-10-07
4010,35,Male,Garciaview,Banker,Freelance,1659722,841,0.39,0,46013,2024-03-10
4011,36,Female,Lake Danielfurt,Sales,Salaried,1398485,395,0.43,0,293551,2023-03-04
4012,28,Male,Lake Christiantown,Consultant,Contract,1384661,673,0.44,15669,438248,2020-10-03
4013,23,Male,West Ericberg,Banker,Freelance,1324542,635,0.53,0,345924,2020-10-03
4014,23,Female,Lake Caleb,Sales,Freelance,1845356,735,0.2,135106,109273,2021-01-17
4015,30,Male,Port Jefferyberg,Banker,Freelance,1810451,798,0.19,0,499921,2024-06-10
4016,36,Male,Gonzalezborough,Product Manager,Contract,1998831,735,0.14,10732,446758,2022-03-25
4017,40,Non-binary,New Ryan,Product Manager,Contract,1190494,416,0.43,350015,447013,2022-04-27
4018,37,Male,Johnborough,Product Manager,Freelance,890476,403,0.6,847787,499921,2021-11-13
